8/7/15 19:58,Supporters donate to Planned Parenthood in honor of ... Jeb Bush ? (+video) http:// trib.al/NXbXJ6i
8/7/15 19:57,"""I hope we get to a point where we respect life in its fullest form across the board"" - @JebBush Except when it's capital punishment..."
8/7/15 19:57,@RickCanton @c5hardtop1999 @realDonaldTrump @RealBenCarson @ScottWalker @JebBush @megynkelly @FoxNews Pretty good
8/7/15 19:57,"In #GOPDebate , John Kasich showed himself to be an alternative to Jeb Bush , says @LindaJKillian : http:// on.wsj.com/1MehDGp via @WSJPolitics"
8/7/15 19:57,millenials want @JebBush ?! Sorry. I don't believe that. @greta @CarlyFiorina @marcorubio @JebBush @FoxNews
8/7/15 19:56,Dubya's nickname for Jeb Bush http:// dlvr.it/Bn2Pts
8/7/15 19:56,La Raza chief endorses @JebBush Cucks try to claim selling out nation for mestizo votes will be worth it #TCOT #ccot pic.twitter.com/tvd7vue4PK
8/7/15 19:56,"Today, we've all seen a lot of tweets supporting most of the top tier candidates - but I haven't seen even one supporting @JebBush . Hmm.."
8/7/15 19:55,Jeb Bush gets $1M from coal billionaire weeks after attending closed-door industry... pic.twitter.com/3OkXnxwdkk Via: http:// twitter.com/thinkprogress/ status/629660369485697024 
8/7/15 19:55,I have to make some phone calls. There is no way that woman is Jeb Bush 's wife.
8/7/15 19:55,"@greta @CarlyFiorina @marcorubio @JebBush @FoxNews Mine is @realDonaldTrump , I am a Gen Xer...Fiorina & @RealBenCarson did well also!"
8/7/15 19:55,Did anyone ask Jeb Bush why his brother did 9/11 at the #GOPDebate last night?
8/7/15 19:54,"Blog: If Jeb Bush is not nominated, will he pledge to support the GOP candidate? http://www. americanthinker.com/blog/2015/08/i f_jeb_bush_is_not_nominated_will_he_pledge_to_support_the_gop_candidate.html#.VcVFLXj7MFM.twitter "
8/7/15 19:54,"@greta @CarlyFiorina @marcorubio @JebBush @FoxNews Carly, Carson, Cruz and Rubio are on my radar. But esp. Carly."
8/7/15 19:54,"Would You Like A Boring, Robot-Like, Incredibly Fake President? Jeb Bush Is Your Man (VIDEOS) - http://www. addictinginfo.org/2015/08/07/wou ld-you-like-a-boring-robot-like-incredibly-fake-president-jeb-bush-is-your-man-videos/ "
8/7/15 19:53,"Who's your candidate today? Our millennial panel gave 3 different answers: @CarlyFiorina , @marcorubio & @JebBush -OTR #greta @FoxNews"
8/7/15 19:53,Jeb Bush Defunded Planned ParenthoodHeres What Happened Via @AddInfoOrg http://www. addictinginfo.org/2015/08/07/jeb -bush-defunded-planned-parenthood-here-what-happened/ 
8/7/15 19:53,How and the heck can these idiot pundits continue to infer that ' Jeb' Bush won the debate last night .. ughhhhh #NoJebNoHillary
8/7/15 19:52,"Blog: If Jeb Bush is not nominated, will he pledge to support the GOP candidate? http://www. americanthinker.com/blog/2015/08/i f_jeb_bush_is_not_nominated_will_he_pledge_to_support_the_gop_candidate.html#.VcVEydcjWDE.twitter "
8/7/15 19:52,"@Kenziefearn better be anyone other than Rand Paul, Jeb Bush , or Chris Christie lol"
8/7/15 19:52,"@JebBush you place blame where it belongs on your dry drunk idiot bro,Cheney,Libby,Wolfowitz and the rest of W's team of war criminals"
8/7/15 19:51,Jeb Bush Defunded Planned Parenthood in Florida Now It Ranks Terribly for Women's Health by@MzMichGarcia http:// mic.com/articles/12345 9/jeb-bush-defunded-planned-parenthood-in-florida-now-it-ranks-terribly-for-women-s-health via @MicNews
8/7/15 19:51,@ProfessorF @DanaPerino @JebBush I was a street kid (punk) and learned to read people very well (by getting beat) Jeb lied 4x that I saw !
8/7/15 19:51,"I know he wasnt the best on the stage, but @JebBush is offering us a strong optimistic vision for the future of America. #JebStrong"
8/7/15 19:51,". @madwoman1949 @WallaceTN @JebBush @realDonaldTrump Yikes! You sound like Bill Clinton and ""that depends on what the meaning of 'is' is."""
8/7/15 19:50,Jeb Bush explains why he went on 'Paleo diet' - CNN http:// dlvr.it/Bn2TZb
8/7/15 19:50,Jeb Bush s Grandfather Was A Founding Member Of Todays Planned Parenthood Via @AddInfoOrg http:// ln.is/addictinginfo. org/8icQa 
8/7/15 19:48,"@ProfessorF @DanaPerino @JebBush on that topic we agree to disagree Nick,, I QUIT the GOP over George Bush & don't trust JEB one bit !!"
8/7/15 19:48,Jeb Bush : Trump's Divisive Language 'Reminds Me Of Barack Obama' - Breitbart News http:// goo.gl/fb/AaMJCt
8/7/15 19:48,Jeb Bush Honors Dad With Hipster Campaign T-Shirt.. Related Articles: http:// bit.ly/1MT00fb
8/7/15 19:47,Jeb Bush Defunded Planned ParenthoodHeres What Happened Via @AddInfoOrg http:// ln.is/addictinginfo. org/3VruK What Bush did in FL is part og GOP platform
8/7/15 19:47,"@Duane106 @geosplace @megynkelly @realDonaldTrump @JebBush Jeb was articulate for sure, his record, not so much! pic.twitter.com/CfdJ75TTy0"
8/7/15 19:47,"@JebBush Jeb,The BabyMurder AbortionistBroads@CNN 7:25pmET Said @Debate""You Looked LikeYou Didn't Want 2 B There"" & ""A Deer In Headlights"""
8/7/15 19:47,Supporters donate to Planned Parenthood in honor of ... Jeb Bush ? https:// news.yahoo.com/supporters-don ate-planned-parenthood-honor-jeb-bush-163223074.html pic.twitter.com/JBa4mI5GtY
8/7/15 19:47,I must live in an alternate universe because polls/analysts are claiming Jeb Bush did well at the debate.
8/7/15 19:46,". @JebBush reserves final ? for this ""good friend"" who's attended a few N.H. events, closes with a ""prayer for peace."" pic.twitter.com/pLn5FGJpKN"
8/7/15 19:46,"Jeb Bush hardly mentioned by All Stars on @SpecialReport . @marcorubio , @tedcruz , & @GovMikeHuckabee all mentioned as winners in #GOPDebate"
8/7/15 19:46,@pharris830 @jebbush If anyone should work longer hours instead of fundraising... #USCongress #EndCitizensUnited #AmericaTakeBackElections
8/7/15 19:45,Jeb Bush really said the candidates last night were all better than Hillary Clinton or Bernie Sanders. What an out-of-touch moronic loon.
8/7/15 19:45,Coal Billionaire Gives Big Boost To Jeb Bush http:// tmblr.co/Z0BNrw1rU1d9H
8/7/15 19:45,. @JebBush you do not get to blame #IraqWar on faulty intelligence. Did you not see Ambassador Wilson's testimony? Iraq was W's petty payback
8/7/15 19:45,Jeb Bush wears his hoodie for his buddy Zuckerberg. #JebBush (Vine by @BestBergerEver ) https:// vine.co/v/erQmKFXZ6OD
8/7/15 19:44,Thanks @realDonaldTrump for not pledging unqualified allegiance to the pathetic @GOP so they can push loser @JebBush on us! #Trump2016
8/7/15 19:44,"Would You Like A Boring, Robot-Like, Incredibly Fake President? Jeb Bush Is Your Man (VIDEOS) http:// ln.is/addictinginfo. org/mVFd2 #TNTweeters #uniteblue"
8/7/15 19:44,". @JebBush surged in popularity when he denounced his ""brother's war during #GOPDebate Full results here: http:// qrious.ly/1eY4ORL"
8/7/15 19:44,@DolorosM sorry that post was directed at reince.. NO self respecting conservative would vote for @JebBush
8/7/15 19:44,. @madwoman1949 @WallaceTN @JebBush Really? About ZERO on the squirm scale compared to questions . @realDonaldTrump was asked.
8/7/15 19:44,23 of Florida's 67 counties do not have a single ob-gyn - Yet Jeb Bush proudly touts cuts to family planning http:// m.mic.com/articles/12345 9/jeb-bush-defunded-planned-parenthood-in-florida-now-it-ranks-terribly-for-women-s-health 
8/7/15 19:43,"@himynameiscorey @gabyycoronel Trump=ratings, u'll notice the Establishment is trying to push @JebBush & @HillaryClinton on us. Same donors."
8/7/15 19:43,Jeb Bush John Edward Bush too used to George
8/7/15 19:42,"If Jeb Bush is not nominated, will he pledge to support the GOP candidate? http://www. americanthinker.com/blog/2015 pic.twitter.com/9hwXse40Aw"
8/7/15 19:42,"New Poll Reveals ""No one eclipses Donald Trump at GOP debate"" Trump Leads By 41% While Jeb Bush O http:// shoebat.com/2015/08/07/new -poll-reveals-no-one-eclipses-donald-trump-at-gop-debate-trump-leads-by-41-while-jeb-bush-only-got-a-miserable-2/ "
8/7/15 19:41,"I want to see Jeb Bush 's birth certificate. We, the American people, deserve to know whether or not he's really an American."
8/7/15 19:41,@1FLPatriot @Reince @JebBush My main guy? I'm not voting for bush. True Republican conservatives won't vote for him. @realDonaldTrump
8/7/15 19:41,"Big crowd to see @JebBush in Barrington, NH tonight #allinforjeb pic.twitter.com/MS1Smt1CQw"
