8/7/15 19:59,I've said this so much lately it should be #Cruz2016 theme: The REAL deal! @TedCruz
8/7/15 19:59,"C'mon, we all know this paranoid schizophrenic with clown face and shrill voice will never be in office. / ted cruz pic.twitter.com/RzpD1Gj4na"
8/7/15 19:58,"@mosesc1963 @STSTWO @tedcruz Absolutely, he is the real deal."
8/7/15 19:58,@Live_Free_orDie @tedcruz @YerboutiSheik @bayareahausfrau @ChuckNellis You can get simulations of Atari Ping Pong in app stores.
8/7/15 19:58,Watched the #GOPDebate & the only thing I'll say is I don't know how Ted Cruz got so much applause on the ISIL question. It was so bad.
8/7/15 19:58,@tedcruz you did great last night.
8/7/15 19:57,"Ben Carson, Ted Cruz , and you-know-who won the Google search war http:// wapo.st/1ILTjVa"
8/7/15 19:57,@ChuckNellis @STSTWO @tedcruz He has kept to his Conservative Principles and is consistent with his positions. Best Debating Ability in GOP.
8/7/15 19:57,@CoolCzech1 @tedcruz @YerboutiSheik @bayareahausfrau @ChuckNellis love pong...very addictive
8/7/15 19:57,http://www. businessinsider.com/why-republican s-love-ted-cruz-2013-5 15 Reasons @tedcruz Is Most Badass Senator Repubs Have Seen In Ages (from 2013) Read more: http://www. businessinsider.com/why-republican s-love-ted-cruz-2013-5#ixzz3iB15U9re 
8/7/15 19:56,"Checking out ""GOOD NEWS FOR TED CRUZ -- FOX NEWS DEBATE -- 8.7.15"" on Tea Party Nation: http://www. teapartynation.com/profiles/blog/ show?id=3355873%3ABlogPost%3A3108481&xgs=1&xg_source=msg_share_post "
8/7/15 19:56,"I await the next debate, when Trump says that Ted Cruz 's face looks like it was made out of off-brand Play-Doh"
8/7/15 19:56,Ted Cruz : I will ALWAYS tell the truth and do what I said I would do http:// fb.me/3U01gJUmq
8/7/15 19:56,"#GOP gets all hot & bothered about manners which #Democrats are exempt from bcuz of their ""compassion."" #politicalcorrectness @tedcruz"
8/7/15 19:56,Ted Cruz has never lied to me. RT https:// twitter.com/foxandfriends/ status/629487290864271362 
8/7/15 19:56,@Live_Free_orDie @tedcruz @YerboutiSheik @bayareahausfrau @ChuckNellis Still playing Atari ping pong?
8/7/15 19:55,. @tedcruz @SenTedCruz @CarlyFiorina @ScottWalker @marcorubio @RandPaul @RealBenCarson EXCELLENT JOB LAST NIGHT!! Get on Instagram too! #tcot
8/7/15 19:55,"I have to admit, Cruz is killing the bus game. @tedcruz https:// twitter.com/tedcruz/status /629798480874205184 "
8/7/15 19:55,"My mom said she won't support @TedCruz b/c way he ""looks"". I said what about his position on things...""too arrogant"" #tcot #LowInfoVoter"
8/7/15 19:54,@QueenOfScott @tedcruz @CarlyFiorina I am liking what I hear from Carly Fiorina
8/7/15 19:54,What Ted Cruz Just Did With Bacon and His AR-15 Is Making Libs and Muslims LOSE THEIR MINDS Read more at http:// universalfreepress.com/what-ted-cruz- just-did-with-bacon-and-his-ar-15-is-making-libs-and-muslims-lose-their-minds/ ...
8/7/15 19:53,"@tedcruz crew. FYI Greta has several millenials on, they worry the most about JOBS and student loans. They like Carly and Rubio cause/young"
8/7/15 19:53,@714_319 @realDonaldTrump @tedcruz I agree sir! I'm tired of the current 'it's all about me' crap. It's about saving our country.
8/7/15 19:53,It appears she's got it gathered up now !!! @Kateyface88 @tedcruz @CarlyFiorina @RaulEspinozaJr
8/7/15 19:53,@IronHide_81 @tedcruz @FoxNews It was a disgrace what Fox did..They all were attack dogs. Then sitting there laughing & hav a good old time
8/7/15 19:52,"@NancyJeanMc @EvilEsq @stringfellow2 @tedcruz Yes!...And Dr.Carson=HHS,Huckabee=transform/abolishIRS,Perry=DHS,Fiorina=Treasury,&many more!"
8/7/15 19:52,"""57 million babies have been murdered by abortion""- @tedcruz father pastor Rafael Cruz #reclaimingamerica"
8/7/15 19:52,@randytuggle @ChuckNellis @tedcruz @FoxNews Beginning to believe that!!!
8/7/15 19:51,"Im upset about NASA funding too, but it occurs to me that money would just be going to Ted Cruz , so kind of torn."
8/7/15 19:51,"I'll take ""Humor designed to make @tedcruz laugh"" for $100, Alex... @GregEsq"
8/7/15 19:50,@tedcruz That's why you have my vote and I'm in the #CruzCrew The 21st Century Ronald Reagan = Ted Cruz
8/7/15 19:50,@tedcruz good job last night!
8/7/15 19:50,Ted Cruz makes Mount Pleasant his first post-debate campaign stop http://www. postandcourier.com/article/201508 07/PC1603/150809469 via @postandcourier
8/7/15 19:49,does ted cruz think if he speaks slow enough that we'll just stop listening?
8/7/15 19:49,@DaleMagnus @greta @FoxNews @tedcruz agree
8/7/15 19:49,I Watched Ted Cruz Debate in College. Don't Count Him Out. - http:// NationalJournal.com http://www. nationaljournal.com/2016-elections /reflections-on-ted-cruz-the-michael-jordan-of-college-debate-20150806 
